x1,x2,x3,label
4.078067095134492,-1.4344775273687376,7.202116361054116,1
4.831615571513149,-1.6007711702034442,5.842033256513759,1
2.1857384921811662,-1.2031432667366162,3.696319443104348,1
-1.131170202217501,-1.9426243299047585,0.4575418977062621,1
-0.33269072178964676,0.12492488963086329,-0.021157579436636653,1
-0.5851139111395335,1.23539396828017,0.8528346927693649,1
2.5201800521670443,-2.1074631675605793,2.653743360534831,1
3.57637374164248,-2.1156292312688807,4.89445991962743,1
0.9302955967504105,-0.7178413801800807,1.3945493511850122,1
4.9331685287923985,-0.871087345444179,2.9596043640359,1
4.732632572502192,-2.3092473819881265,5.307407587070384,1
-0.45155493142970915,-1.7479818044766688,2.163362327822787,1
3.872855774093945,-0.7011136662103611,3.9714266331485004,1
1.6463580145705765,-2.0206133134765656,1.8195411109360125,1
1.9401230549984696,0.3888512415242855,3.4740825776429936,1
-1.1456004605659769,0.15221476172498136,0.4200258705471325,1
2.423696352562783,-0.25140527861398865,5.074039077546273,1
4.26157242859059,-1.7662306475191683,4.0333096648337605,1
2.506087824745394,0.3701656083538377,2.3566797908951416,1
1.230266234187495,-1.5004689212716535,0.6500836906135883,1
3.7775441638422893,0.5309037935254032,3.794214312275945,1
3.724260250069196,-0.39569988685580093,2.9025623692468017,1
2.931002290236759,0.8227662839605805,3.314802862917393,1
7.155071478124494,-4.175884769959558,8.111519684878305,1
3.0061059318522316,-1.111550402457429,3.898056523379874,1
-0.5935616238038022,-0.6077048092292998,2.1748230973836695,1
4.638553749709162,-1.3980647695221031,3.3128366457699046,1
1.8808589746793762,0.2521821616621247,3.4355542405335266,1
1.664606750769586,-0.09755191166034916,2.958414026724707,1
4.274867066997736,-1.6223660790175551,3.9834736049404538,1
2.622992753449032,-2.3027920600923775,4.227649681996756,1
2.8874434353650686,-0.7259623981235661,3.1900817623788735,1
-0.26783584428146967,-0.7400707100785768,1.1536092661754471,1
1.6654085561822614,-0.8481855193141109,3.6217804404358374,1
6.443120577657388,-1.0938808866073435,6.199548098892503,1
2.962196551665945,-2.7640445905812396,3.9331045661479314,1
1.965781166900261,1.9328169780033768,2.292374986685499,1
1.9135003947931697,-0.4834116123973411,0.9332220385211809,1
5.517385897181234,-0.4657610955907212,6.495226906386727,1
-0.963049295987123,1.4177315075652765,-1.4718232173262,0
2.109138626929847,1.7667165575994523,0.9944369130852154,1
1.0129897826980678,-0.3399557669276133,1.5558303146824768,1
-1.4524401628453913,0.04122175358863325,-0.9342258552320556,1
5.5308694645697525,-2.3271571741692436,8.144351634770231,1
2.200626514214897,-1.1526479887885748,4.704335987193563,1
1.7927814829299955,-0.6141957156402288,5.249814239787795,1
-0.0898785983528434,-0.23780335854203402,2.238757610441578,1
2.9305607334569386,-1.8350688378614315,1.4813819815196791,1
3.855287878698036,-0.6308785570486499,4.59699714746429,1
3.7394360784919027,-1.624489649233334,4.656527375171165,1
5.504589000475136,-2.165018137111855,8.661311743799738,1
4.58398753752759,-2.335397444046662,6.015974150338227,1
1.9677230432517896,-0.03195694964527507,4.995333058341471,1
1.3662478663917166,0.3546268679828217,3.2644202565142804,1
3.465491765099293,1.1609729514389857,3.20150451127602,1
0.5500917064506212,-1.2524451983824192,0.8843111278414704,1
2.754258145060849,-0.4469793664585738,3.9686317554404473,1
5.859940935154761,-1.3879058942535252,8.015979396212993,1
2.2231556101388166,2.027666956126757,3.8696409586457396,1
1.8714245882223113,-1.8304148533826368,4.040396765968618,1
2.6133794677708435,-0.07565691606918734,4.172327333597644,1
1.018012040060679,-1.1504378987346056,-0.09244929685790448,1
1.8689710853947894,0.21186499777177048,3.2333629908478247,1
0.7328484260854924,-0.3775744241204642,2.965288669878557,1
1.0462971216255164,-0.3835486348416478,2.5750264420570694,1
1.0804630980949266,-0.26112285758015175,3.460022079880649,1
2.8726144837547096,0.5556630129913338,0.955824840136108,1
1.3710112215602126,-0.12764751176252598,3.524384247423827,1
3.3450367074274334,3.064981731652737,4.261043973845384,1
5.297783915904009,-0.2045845133947377,6.078700004069115,1
1.01810338007727,0.3878144365199581,0.9658209682042878,1
2.4354825842488315,-1.2292196559167685,3.566411153811118,1
8.222885034642138,-3.511866617380033,8.390269710956632,1
1.0024828841407478,-1.1998930606485874,4.499029106738342,1
2.2359323547798486,-1.6822413294366323,2.1164141269148478,1
4.358852154903926,-1.7545161072019566,5.014008434007016,1
5.340235759201735,-2.125411798920468,9.047901048947137,1
4.55491263228808,-3.1165820757331932,5.299219078462886,1
0.3238655667482436,0.5780693197798777,0.492716494085915,1
3.31084580563671,-0.4485505508334763,5.332530188036761,1
